year,state,legal1820,dtype,agegr,count,pop,age,legal,beertaxa,beerpercap,winepercap,spiritpercap,totpercap,mrate
1993,15,0,suicide,21-24 yrs,8,66353,22.502538681030273,1,0.5951557159423828,1.4900000095367432,0.3700000047683716,0.6499999761581421,2.509999990463257,12.056726455688477
1993,15,0,homicide,21-24 yrs,8,66353,22.502538681030273,1,0.5951557159423828,1.4900000095367432,0.3700000047683716,0.6499999761581421,2.509999990463257,12.056726455688477
1993,15,0,other external,21-24 yrs,14,66353,22.502538681030273,1,0.5951557159423828,1.4900000095367432,0.3700000047683716,0.6499999761581421,2.509999990463257,21.099271774291992
1993,15,0,internal,21-24 yrs,21,66353,22.502538681030273,1,0.5951557159423828,1.4900000095367432,0.3700000047683716,0.6499999761581421,2.509999990463257,31.648908615112305
1994,15,0,MVA,15-17 yrs,8,45451,16.005962371826172,0,0.5802969336509705,1.4600000381469727,0.3799999952316284,0.6200000047683716,2.4700000286102295,17.60137367248535
1994,15,0,suicide,15-17 yrs,3,45451,16.005962371826172,0,0.5802969336509705,1.4600000381469727,0.3799999952316284,0.6200000047683716,2.4700000286102295,6.600514888763428
1994,15,0,homicide,15-17 yrs,0,45451,16.005962371826172,0,0.5802969336509705,1.4600000381469727,0.3799999952316284,0.6200000047683716,2.4700000286102295,0
1994,15,0,other external,15-17 yrs,3,45451,16.005962371826172,0,0.5802969336509705,1.4600000381469727,0.3799999952316284,0.6200000047683716,2.4700000286102295,6.600514888763428
1994,15,0,internal,15-17 yrs,13,45451,16.005962371826172,0,0.5802969336509705,1.4600000381469727,0.3799999952316284,0.6200000047683716,2.4700000286102295,28.602230072021484
1994,15,0,all,18-20 yrs,44,50363,19.049877166748047,0,0.5802969336509705,1.4600000381469727,0.3799999952316284,0.6200000047683716,2.4700000286102295,87.36572265625
1994,15,0,MVA,18-20 yrs,13,50363,19.049877166748047,0,0.5802969336509705,1.4600000381469727,0.3799999952316284,0.6200000047683716,2.4700000286102295,25.81260108947754
1994,15,0,suicide,18-20 yrs,13,50363,19.049877166748047,0,0.5802969336509705,1.4600000381469727,0.3799999952316284,0.6200000047683716,2.4700000286102295,25.81260108947754
1994,15,0,homicide,18-20 yrs,1,50363,19.049877166748047,0,0.5802969336509705,1.4600000381469727,0.3799999952316284,0.6200000047683716,2.4700000286102295,1.9855846166610718
1994,15,0,other external,18-20 yrs,5,50363,19.049877166748047,0,0.5802969336509705,1.4600000381469727,0.3799999952316284,0.6200000047683716,2.4700000286102295,9.927923202514648
1994,15,0,internal,18-20 yrs,12,50363,19.049877166748047,0,0.5802969336509705,1.4600000381469727,0.3799999952316284,0.6200000047683716,2.4700000286102295,23.827014923095703
1994,15,0,all,21-24 yrs,64,65606,22.466360092163086,1,0.5802969336509705,1.4600000381469727,0.3799999952316284,0.6200000047683716,2.4700000286102295,97.55205535888672
1994,15,0,MVA,21-24 yrs,27,65606,22.466360092163086,1,0.5802969336509705,1.4600000381469727,0.3799999952316284,0.6200000047683716,2.4700000286102295,41.1547737121582
1994,15,0,suicide,21-24 yrs,5,65606,22.466360092163086,1,0.5802969336509705,1.4600000381469727,0.3799999952316284,0.6200000047683716,2.4700000286102295,7.621253967285156
1994,15,0,homicide,21-24 yrs,5,65606,22.466360092163086,1,0.5802969336509705,1.4600000381469727,0.3799999952316284,0.6200000047683716,2.4700000286102295,7.621253967285156
1994,15,0,other external,21-24 yrs,9,65606,22.466360092163086,1,0.5802969336509705,1.4600000381469727,0.3799999952316284,0.6200000047683716,2.4700000286102295,13.718257904052734
1994,15,0,internal,21-24 yrs,18,65606,22.466360092163086,1,0.5802969336509705,1.4600000381469727,0.3799999952316284,0.6200000047683716,2.4700000286102295,27.43651580810547
1995,15,0,MVA,15-17 yrs,6,46321,15.990242004394531,0,0.5643044710159302,1.409999966621399,0.3400000035762787,0.5699999928474426,2.319999933242798,12.95308780670166
1995,15,0,suicide,15-17 yrs,1,46321,15.990242004394531,0,0.5643044710159302,1.409999966621399,0.3400000035762787,0.5699999928474426,2.319999933242798,2.1588480472564697
1995,15,0,homicide,15-17 yrs,2,46321,15.990242004394531,0,0.5643044710159302,1.409999966621399,0.3400000035762787,0.5699999928474426,2.319999933242798,4.3176960945129395
1995,15,0,other external,15-17 yrs,2,46321,15.990242004394531,0,0.5643044710159302,1.409999966621399,0.3400000035762787,0.5699999928474426,2.319999933242798,4.3176960945129395
1995,15,0,internal,15-17 yrs,13,46321,15.990242004394531,0,0.5643044710159302,1.409999966621399,0.3400000035762787,0.5699999928474426,2.319999933242798,28.065025329589844
1995,15,0,all,18-20 yrs,39,51006,19.03973960876465,0,0.5643044710159302,1.409999966621399,0.3400000035762787,0.5699999928474426,2.319999933242798,76.46159362792969
1995,15,0,MVA,18-20 yrs,14,51006,19.03973960876465,0,0.5643044710159302,1.409999966621399,0.3400000035762787,0.5699999928474426,2.319999933242798,27.447751998901367
1995,15,0,suicide,18-20 yrs,10,51006,19.03973960876465,0,0.5643044710159302,1.409999966621399,0.3400000035762787,0.5699999928474426,2.319999933242798,19.60553741455078
1995,15,0,homicide,18-20 yrs,2,51006,19.03973960876465,0,0.5643044710159302,1.409999966621399,0.3400000035762787,0.5699999928474426,2.319999933242798,3.921107292175293
1995,15,0,other external,18-20 yrs,4,51006,19.03973960876465,0,0.5643044710159302,1.409999966621399,0.3400000035762787,0.5699999928474426,2.319999933242798,7.842214584350586
1995,15,0,internal,18-20 yrs,9,51006,19.03973960876465,0,0.5643044710159302,1.409999966621399,0.3400000035762787,0.5699999928474426,2.319999933242798,17.644983291625977
1995,15,0,all,21-24 yrs,72,64815,22.44384765625,1,0.5643044710159302,1.409999966621399,0.3400000035762787,0.5699999928474426,2.319999933242798,111.08539581298828
1995,15,0,MVA,21-24 yrs,20,64815,22.44384765625,1,0.5643044710159302,1.409999966621399,0.3400000035762787,0.5699999928474426,2.319999933242798,30.857053756713867
1995,15,0,suicide,21-24 yrs,19,64815,22.44384765625,1,0.5643044710159302,1.409999966621399,0.3400000035762787,0.5699999928474426,2.319999933242798,29.31420135498047
1995,15,0,homicide,21-24 yrs,5,64815,22.44384765625,1,0.5643044710159302,1.409999966621399,0.3400000035762787,0.5699999928474426,2.319999933242798,7.714263439178467
1995,15,0,other external,21-24 yrs,7,64815,22.44384765625,1,0.5643044710159302,1.409999966621399,0.3400000035762787,0.5699999928474426,2.319999933242798,10.799968719482422
1995,15,0,internal,21-24 yrs,21,64815,22.44384765625,1,0.5643044710159302,1.409999966621399,0.3400000035762787,0.5699999928474426,2.319999933242798,32.399906158447266
1996,15,0,MVA,15-17 yrs,11,47299,15.996490478515625,0,0.548119843006134,1.399999976158142,0.36000001430511475,0.5799999833106995,2.3399999141693115,23.256305694580078
1996,15,0,suicide,15-17 yrs,2,47299,15.996490478515625,0,0.548119843006134,1.399999976158142,0.36000001430511475,0.5799999833106995,2.3399999141693115,4.228419303894043
1996,15,0,homicide,15-17 yrs,3,47299,15.996490478515625,0,0.548119843006134,1.399999976158142,0.36000001430511475,0.5799999833106995,2.3399999141693115,6.3426289558410645
1996,15,0,other external,15-17 yrs,2,47299,15.996490478515625,0,0.548119843006134,1.399999976158142,0.36000001430511475,0.5799999833106995,2.3399999141693115,4.228419303894043
1996,15,0,internal,15-17 yrs,7,47299,15.996490478515625,0,0.548119843006134,1.399999976158142,0.36000001430511475,0.5799999833106995,2.3399999141693115,14.799467086791992
1996,15,0,all,18-20 yrs,34,51306,19.03340721130371,0,0.548119843006134,1.399999976158142,0.36000001430511475,0.5799999833106995,2.3399999141693115,66.26905059814453
1996,15,0,MVA,18-20 yrs,15,51306,19.03340721130371,0,0.548119843006134,1.399999976158142,0.36000001430511475,0.5799999833106995,2.3399999141693115,29.236347198486328
1996,15,0,suicide,18-20 yrs,4,51306,19.03340721130371,0,0.548119843006134,1.399999976158142,0.36000001430511475,0.5799999833106995,2.3399999141693115,7.796359062194824
1996,15,0,homicide,18-20 yrs,5,51306,19.03340721130371,0,0.548119843006134,1.399999976158142,0.36000001430511475,0.5799999833106995,2.3399999141693115,9.74544906616211
1996,15,0,other external,18-20 yrs,5,51306,19.03340721130371,0,0.548119843006134,1.399999976158142,0.36000001430511475,0.5799999833106995,2.3399999141693115,9.74544906616211
1996,15,0,internal,18-20 yrs,5,51306,19.03340721130371,0,0.548119843006134,1.399999976158142,0.36000001430511475,0.5799999833106995,2.3399999141693115,9.74544906616211
1996,15,0,all,21-24 yrs,65,64860,22.4378662109375,1,0.548119843006134,1.399999976158142,0.36000001430511475,0.5799999833106995,2.3399999141693115,100.21585083007812
1996,15,0,MVA,21-24 yrs,15,64860,22.4378662109375,1,0.548119843006134,1.399999976158142,0.36000001430511475,0.5799999833106995,2.3399999141693115,23.126733779907227
1996,15,0,suicide,21-24 yrs,14,64860,22.4378662109375,1,0.548119843006134,1.399999976158142,0.36000001430511475,0.5799999833106995,2.3399999141693115,21.584951400756836
1996,15,0,homicide,21-24 yrs,4,64860,22.4378662109375,1,0.548119843006134,1.399999976158142,0.36000001430511475,0.5799999833106995,2.3399999141693115,6.167129039764404
1996,15,0,other external,21-24 yrs,14,64860,22.4378662109375,1,0.548119843006134,1.399999976158142,0.36000001430511475,0.5799999833106995,2.3399999141693115,21.584951400756836
1996,15,0,internal,21-24 yrs,18,64860,22.4378662109375,1,0.548119843006134,1.399999976158142,0.36000001430511475,0.5799999833106995,2.3399999141693115,27.7520809173584
1970,16,0.3033171594142914,MVA,15-17 yrs,31,46999,15.983233451843262,0,0.38659796118736267,1.2000000476837158,0.10000000149011612,0.75,2.0399999618530273,65.95884704589844
1970,16,0.3033171594142914,suicide,15-17 yrs,4,46999,15.983233451843262,0,0.38659796118736267,1.2000000476837158,0.10000000149011612,0.75,2.0399999618530273,8.510819435119629
1970,16,0.3033171594142914,homicide,15-17 yrs,0,46999,15.983233451843262,0,0.38659796118736267,1.2000000476837158,0.10000000149011612,0.75,2.0399999618530273,0
1970,16,0.3033171594142914,other external,15-17 yrs,14,46999,15.983233451843262,0,0.38659796118736267,1.2000000476837158,0.10000000149011612,0.75,2.0399999618530273,29.78786849975586
1970,16,0.3033171594142914,internal,15-17 yrs,16,46999,15.983233451843262,0,0.38659796118736267,1.2000000476837158,0.10000000149011612,0.75,2.0399999618530273,34.043277740478516
1970,16,0.3033171594142914,all,18-20 yrs,66,38979,18.928089141845703,0.3033171594142914,0.38659796118736267,1.2000000476837158,0.10000000149011612,0.75,2.0399999618530273,169.3219451904297
1970,16,0.3033171594142914,MVA,18-20 yrs,42,38979,18.928089141845703,0.3033171594142914,0.38659796118736267,1.2000000476837158,0.10000000149011612,0.75,2.0399999618530273,107.75032806396484
1970,16,0.3033171594142914,suicide,18-20 yrs,6,38979,18.928089141845703,0.3033171594142914,0.38659796118736267,1.2000000476837158,0.10000000149011612,0.75,2.0399999618530273,15.392904281616211
1970,16,0.3033171594142914,homicide,18-20 yrs,2,38979,18.928089141845703,0.3033171594142914,0.38659796118736267,1.2000000476837158,0.10000000149011612,0.75,2.0399999618530273,5.13096809387207
1970,16,0.3033171594142914,other external,18-20 yrs,8,38979,18.928089141845703,0.3033171594142914,0.38659796118736267,1.2000000476837158,0.10000000149011612,0.75,2.0399999618530273,20.52387237548828
1970,16,0.3033171594142914,internal,18-20 yrs,8,38979,18.928089141845703,0.3033171594142914,0.38659796118736267,1.2000000476837158,0.10000000149011612,0.75,2.0399999618530273,20.52387237548828
1970,16,0.3033171594142914,all,21-24 yrs,68,41581,22.411943435668945,1,0.38659796118736267,1.2000000476837158,0.10000000149011612,0.75,2.0399999618530273,163.53622436523438
1970,16,0.3033171594142914,MVA,21-24 yrs,28,41581,22.411943435668945,1,0.38659796118736267,1.2000000476837158,0.10000000149011612,0.75,2.0399999618530273,67.33844757080078
1970,16,0.3033171594142914,suicide,21-24 yrs,8,41581,22.411943435668945,1,0.38659796118736267,1.2000000476837158,0.10000000149011612,0.75,2.0399999618530273,19.23955726623535
1970,16,0.3033171594142914,homicide,21-24 yrs,3,41581,22.411943435668945,1,0.38659796118736267,1.2000000476837158,0.10000000149011612,0.75,2.0399999618530273,7.214833736419678
1970,16,0.3033171594142914,other external,21-24 yrs,16,41581,22.411943435668945,1,0.38659796118736267,1.2000000476837158,0.10000000149011612,0.75,2.0399999618530273,38.4791145324707
1970,16,0.3033171594142914,internal,21-24 yrs,13,41581,22.411943435668945,1,0.38659796118736267,1.2000000476837158,0.10000000149011612,0.75,2.0399999618530273,31.264278411865234
1971,16,0.2985839247703552,MVA,15-17 yrs,23,48686,15.995193481445312,0,0.37037038803100586,1.2599999904632568,0.25999999046325684,0.7699999809265137,2.2799999713897705,47.24150848388672
1971,16,0.2985839247703552,suicide,15-17 yrs,8,48686,15.995193481445312,0,0.37037038803100586,1.2599999904632568,0.25999999046325684,0.7699999809265137,2.2799999713897705,16.431827545166016
1971,16,0.2985839247703552,homicide,15-17 yrs,2,48686,15.995193481445312,0,0.37037038803100586,1.2599999904632568,0.25999999046325684,0.7699999809265137,2.2799999713897705,4.107956886291504
1971,16,0.2985839247703552,other external,15-17 yrs,16,48686,15.995193481445312,0,0.37037038803100586,1.2599999904632568,0.25999999046325684,0.7699999809265137,2.2799999713897705,32.86365509033203
1971,16,0.2985839247703552,internal,15-17 yrs,10,48686,15.995193481445312,0,0.37037038803100586,1.2599999904632568,0.25999999046325684,0.7699999809265137,2.2799999713897705,20.539785385131836
1971,16,0.2985839247703552,all,18-20 yrs,72,42159,18.935386657714844,0.2985839247703552,0.37037038803100586,1.2599999904632568,0.25999999046325684,0.7699999809265137,2.2799999713897705,170.78204345703125
1971,16,0.2985839247703552,MVA,18-20 yrs,30,42159,18.935386657714844,0.2985839247703552,0.37037038803100586,1.2599999904632568,0.25999999046325684,0.7699999809265137,2.2799999713897705,71.1591796875
1971,16,0.2985839247703552,suicide,18-20 yrs,12,42159,18.935386657714844,0.2985839247703552,0.37037038803100586,1.2599999904632568,0.25999999046325684,0.7699999809265137,2.2799999713897705,28.463672637939453
1971,16,0.2985839247703552,homicide,18-20 yrs,1,42159,18.935386657714844,0.2985839247703552,0.37037038803100586,1.2599999904632568,0.25999999046325684,0.7699999809265137,2.2799999713897705,2.3719727993011475
1971,16,0.2985839247703552,other external,18-20 yrs,19,42159,18.935386657714844,0.2985839247703552,0.37037038803100586,1.2599999904632568,0.25999999046325684,0.7699999809265137,2.2799999713897705,45.067481994628906
1971,16,0.2985839247703552,internal,18-20 yrs,10,42159,18.935386657714844,0.2985839247703552,0.37037038803100586,1.2599999904632568,0.25999999046325684,0.7699999809265137,2.2799999713897705,23.719728469848633
1971,16,0.2985839247703552,all,21-24 yrs,92,47354,22.54466438293457,1,0.37037038803100586,1.2599999904632568,0.25999999046325684,0.7699999809265137,2.2799999713897705,194.2813720703125
1971,16,0.2985839247703552,MVA,21-24 yrs,45,47354,22.54466438293457,1,0.37037038803100586,1.2599999904632568,0.25999999046325684,0.7699999809265137,2.2799999713897705,95.0289306640625
1971,16,0.2985839247703552,suicide,21-24 yrs,12,47354,22.54466438293457,1,0.37037038803100586,1.2599999904632568,0.25999999046325684,0.7699999809265137,2.2799999713897705,25.341049194335938
1971,16,0.2985839247703552,homicide,21-24 yrs,1,47354,22.54466438293457,1,0.37037038803100586,1.2599999904632568,0.25999999046325684,0.7699999809265137,2.2799999713897705,2.1117539405822754
1971,16,0.2985839247703552,other external,21-24 yrs,18,47354,22.54466438293457,1,0.37037038803100586,1.2599999904632568,0.25999999046325684,0.7699999809265137,2.2799999713897705,38.011573791503906
1971,16,0.2985839247703552,internal,21-24 yrs,16,47354,22.54466438293457,1,0.37037038803100586,1.2599999904632568,0.25999999046325684,0.7699999809265137,2.2799999713897705,33.788063049316406
1972,16,0.4767230749130249,MVA,15-17 yrs,24,49898,15.990460395812988,0,0.35885170102119446,1.340000033378601,0.27000001072883606,0.75,2.359999895095825,48.098121643066406
1972,16,0.4767230749130249,suicide,15-17 yrs,4,49898,15.990460395812988,0,0.35885170102119446,1.340000033378601,0.27000001072883606,0.75,2.359999895095825,8.016353607177734
1972,16,0.4767230749130249,homicide,15-17 yrs,2,49898,15.990460395812988,0,0.35885170102119446,1.340000033378601,0.27000001072883606,0.75,2.359999895095825,4.008176803588867
1972,16,0.4767230749130249,other external,15-17 yrs,12,49898,15.990460395812988,0,0.35885170102119446,1.340000033378601,0.27000001072883606,0.75,2.359999895095825,24.049060821533203
1972,16,0.4767230749130249,internal,15-17 yrs,16,49898,15.990460395812988,0,0.35885170102119446,1.340000033378601,0.27000001072883606,0.75,2.359999895095825,32.06541442871094
1972,16,0.4767230749130249,all,18-20 yrs,78,45312,18.95069694519043,0.4767230749130249,0.35885170102119446,1.340000033378601,0.27000001072883606,0.75,2.359999895095825,172.13983154296875
1972,16,0.4767230749130249,MVA,18-20 yrs,42,45312,18.95069694519043,0.4767230749130249,0.35885170102119446,1.340000033378601,0.27000001072883606,0.75,2.359999895095825,92.69068145751953
1972,16,0.4767230749130249,suicide,18-20 yrs,6,45312,18.95069694519043,0.4767230749130249,0.35885170102119446,1.340000033378601,0.27000001072883606,0.75,2.359999895095825,13.241525650024414
1972,16,0.4767230749130249,homicide,18-20 yrs,2,45312,18.95069694519043,0.4767230749130249,0.35885170102119446,1.340000033378601,0.27000001072883606,0.75,2.359999895095825,4.413841724395752
1972,16,0.4767230749130249,other external,18-20 yrs,20,45312,18.95069694519043,0.4767230749130249,0.35885170102119446,1.340000033378601,0.27000001072883606,0.75,2.359999895095825,44.1384162902832
1972,16,0.4767230749130249,internal,18-20 yrs,8,45312,18.95069694519043,0.4767230749130249,0.35885170102119446,1.340000033378601,0.27000001072883606,0.75,2.359999895095825,17.655366897583008
1972,16,0.4767230749130249,all,21-24 yrs,118,49368,22.524227142333984,1,0.35885170102119446,1.340000033378601,0.27000001072883606,0.75,2.359999895095825,239.02122497558594
1972,16,0.4767230749130249,MVA,21-24 yrs,56,49368,22.524227142333984,1,0.35885170102119446,1.340000033378601,0.27000001072883606,0.75,2.359999895095825,113.43379974365234
1972,16,0.4767230749130249,suicide,21-24 yrs,6,49368,22.524227142333984,1,0.35885170102119446,1.340000033378601,0.27000001072883606,0.75,2.359999895095825,12.153621673583984
1972,16,0.4767230749130249,homicide,21-24 yrs,4,49368,22.524227142333984,1,0.35885170102119446,1.340000033378601,0.27000001072883606,0.75,2.359999895095825,8.10241413116455
1972,16,0.4767230749130249,other external,21-24 yrs,32,49368,22.524227142333984,1,0.35885170102119446,1.340000033378601,0.27000001072883606,0.75,2.359999895095825,64.8193130493164
1972,16,0.4767230749130249,internal,21-24 yrs,20,49368,22.524227142333984,1,0.35885170102119446,1.340000033378601,0.27000001072883606,0.75,2.359999895095825,40.5120735168457
1973,16,0.650275468826294,MVA,15-17 yrs,25,50820,15.992464065551758,0,0.3378378450870514,1.3799999952316284,0.25999999046325684,0.7400000095367432,2.380000114440918,49.19322967529297
1973,16,0.650275468826294,suicide,15-17 yrs,4,50820,15.992464065551758,0,0.3378378450870514,1.3799999952316284,0.25999999046325684,0.7400000095367432,2.380000114440918,7.870916843414307
1973,16,0.650275468826294,homicide,15-17 yrs,2,50820,15.992464065551758,0,0.3378378450870514,1.3799999952316284,0.25999999046325684,0.7400000095367432,2.380000114440918,3.9354584217071533
1973,16,0.650275468826294,other external,15-17 yrs,12,50820,15.992464065551758,0,0.3378378450870514,1.3799999952316284,0.25999999046325684,0.7400000095367432,2.380000114440918,23.612751007080078
1973,16,0.650275468826294,internal,15-17 yrs,8,50820,15.992464065551758,0,0.3378378450870514,1.3799999952316284,0.25999999046325684,0.7400000095367432,2.380000114440918,15.741833686828613
1973,16,0.650275468826294,all,18-20 yrs,93,46651,18.960493087768555,0.650275468826294,0.3378378450870514,1.3799999952316284,0.25999999046325684,0.7400000095367432,2.380000114440918,199.35264587402344
1973,16,0.650275468826294,MVA,18-20 yrs,45,46651,18.960493087768555,0.650275468826294,0.3378378450870514,1.3799999952316284,0.25999999046325684,0.7400000095367432,2.380000114440918,96.46095275878906
1973,16,0.650275468826294,suicide,18-20 yrs,7,46651,18.960493087768555,0.650275468826294,0.3378378450870514,1.3799999952316284,0.25999999046325684,0.7400000095367432,2.380000114440918,15.005037307739258
1973,16,0.650275468826294,homicide,18-20 yrs,5,46651,18.960493087768555,0.650275468826294,0.3378378450870514,1.3799999952316284,0.25999999046325684,0.7400000095367432,2.380000114440918,10.717884063720703
1973,16,0.650275468826294,other external,18-20 yrs,18,46651,18.960493087768555,0.650275468826294,0.3378378450870514,1.3799999952316284,0.25999999046325684,0.7400000095367432,2.380000114440918,38.584381103515625
1973,16,0.650275468826294,internal,18-20 yrs,18,46651,18.960493087768555,0.650275468826294,0.3378378450870514,1.3799999952316284,0.25999999046325684,0.7400000095367432,2.380000114440918,38.584381103515625
1973,16,0.650275468826294,all,21-24 yrs,83,51003,22.50598907470703,1,0.3378378450870514,1.3799999952316284,0.25999999046325684,0.7400000095367432,2.380000114440918,162.7355194091797
1973,16,0.650275468826294,MVA,21-24 yrs,50,51003,22.50598907470703,1,0.3378378450870514,1.3799999952316284,0.25999999046325684,0.7400000095367432,2.380000114440918,98.033447265625
1973,16,0.650275468826294,suicide,21-24 yrs,5,51003,22.50598907470703,1,0.3378378450870514,1.3799999952316284,0.25999999046325684,0.7400000095367432,2.380000114440918,9.8033447265625
1973,16,0.650275468826294,homicide,21-24 yrs,1,51003,22.50598907470703,1,0.3378378450870514,1.3799999952316284,0.25999999046325684,0.7400000095367432,2.380000114440918,1.960668921470642
1973,16,0.650275468826294,other external,21-24 yrs,17,51003,22.50598907470703,1,0.3378378450870514,1.3799999952316284,0.25999999046325684,0.7400000095367432,2.380000114440918,33.33137130737305
1973,16,0.650275468826294,internal,21-24 yrs,10,51003,22.50598907470703,1,0.3378378450870514,1.3799999952316284,0.25999999046325684,0.7400000095367432,2.380000114440918,19.606689453125
1974,16,0.6547979712486267,MVA,15-17 yrs,42,52106,15.995279312133789,0,0.30425965785980225,1.3899999856948853,0.25999999046325684,0.7699999809265137,2.4200000762939453,80.60491943359375
1974,16,0.6547979712486267,suicide,15-17 yrs,3,52106,15.995279312133789,0,0.30425965785980225,1.3899999856948853,0.25999999046325684,0.7699999809265137,2.4200000762939453,5.7574944496154785
1974,16,0.6547979712486267,homicide,15-17 yrs,1,52106,15.995279312133789,0,0.30425965785980225,1.3899999856948853,0.25999999046325684,0.7699999809265137,2.4200000762939453,1.919164776802063
1974,16,0.6547979712486267,other external,15-17 yrs,18,52106,15.995279312133789,0,0.30425965785980225,1.3899999856948853,0.25999999046325684,0.7699999809265137,2.4200000762939453,34.54496765136719
1974,16,0.6547979712486267,internal,15-17 yrs,14,52106,15.995279312133789,0,0.30425965785980225,1.3899999856948853,0.25999999046325684,0.7699999809265137,2.4200000762939453,26.86830711364746
1974,16,0.6547979712486267,all,18-20 yrs,68,48531,18.974407196044922,0.6547979712486267,0.30425965785980225,1.3899999856948853,0.25999999046325684,0.7699999809265137,2.4200000762939453,140.1166229248047
1974,16,0.6547979712486267,MVA,18-20 yrs,40,48531,18.974407196044922,0.6547979712486267,0.30425965785980225,1.3899999856948853,0.25999999046325684,0.7699999809265137,2.4200000762939453,82.42154693603516
1974,16,0.6547979712486267,suicide,18-20 yrs,7,48531,18.974407196044922,0.6547979712486267,0.30425965785980225,1.3899999856948853,0.25999999046325684,0.7699999809265137,2.4200000762939453,14.4237699508667
1974,16,0.6547979712486267,homicide,18-20 yrs,0,48531,18.974407196044922,0.6547979712486267,0.30425965785980225,1.3899999856948853,0.25999999046325684,0.7699999809265137,2.4200000762939453,0
1974,16,0.6547979712486267,other external,18-20 yrs,16,48531,18.974407196044922,0.6547979712486267,0.30425965785980225,1.3899999856948853,0.25999999046325684,0.7699999809265137,2.4200000762939453,32.9686164855957
1974,16,0.6547979712486267,internal,18-20 yrs,5,48531,18.974407196044922,0.6547979712486267,0.30425965785980225,1.3899999856948853,0.25999999046325684,0.7699999809265137,2.4200000762939453,10.302693367004395
1974,16,0.6547979712486267,all,21-24 yrs,90,53486,22.47146987915039,1,0.30425965785980225,1.3899999856948853,0.25999999046325684,0.7699999809265137,2.4200000762939453,168.26832580566406
1974,16,0.6547979712486267,MVA,21-24 yrs,32,53486,22.47146987915039,1,0.30425965785980225,1.3899999856948853,0.25999999046325684,0.7699999809265137,2.4200000762939453,59.828739166259766
1974,16,0.6547979712486267,suicide,21-24 yrs,10,53486,22.47146987915039,1,0.30425965785980225,1.3899999856948853,0.25999999046325684,0.7699999809265137,2.4200000762939453,18.696481704711914
1974,16,0.6547979712486267,homicide,21-24 yrs,7,53486,22.47146987915039,1,0.30425965785980225,1.3899999856948853,0.25999999046325684,0.7699999809265137,2.4200000762939453,13.087536811828613
1974,16,0.6547979712486267,other external,21-24 yrs,21,53486,22.47146987915039,1,0.30425965785980225,1.3899999856948853,0.25999999046325684,0.7699999809265137,2.4200000762939453,39.262611389160156
1974,16,0.6547979712486267,internal,21-24 yrs,20,53486,22.47146987915039,1,0.30425965785980225,1.3899999856948853,0.25999999046325684,0.7699999809265137,2.4200000762939453,37.39296340942383
1975,16,0.6529050469398499,MVA,15-17 yrs,23,53119,15.990324020385742,0,0.27881041169166565,1.4800000190734863,0.25999999046325684,0.800000011920929,2.549999952316284,43.299007415771484
1975,16,0.6529050469398499,suicide,15-17 yrs,4,53119,15.990324020385742,0,0.27881041169166565,1.4800000190734863,0.25999999046325684,0.800000011920929,2.549999952316284,7.530262470245361
1975,16,0.6529050469398499,homicide,15-17 yrs,0,53119,15.990324020385742,0,0.27881041169166565,1.4800000190734863,0.25999999046325684,0.800000011920929,2.549999952316284,0
1975,16,0.6529050469398499,other external,15-17 yrs,17,53119,15.990324020385742,0,0.27881041169166565,1.4800000190734863,0.25999999046325684,0.800000011920929,2.549999952316284,32.00361633300781
1975,16,0.6529050469398499,internal,15-17 yrs,10,53119,15.990324020385742,0,0.27881041169166565,1.4800000190734863,0.25999999046325684,0.800000011920929,2.549999952316284,18.825654983520508
1975,16,0.6529050469398499,all,18-20 yrs,70,49655,18.970516204833984,0.6529050469398499,0.27881041169166565,1.4800000190734863,0.25999999046325684,0.800000011920929,2.549999952316284,140.97271728515625
1975,16,0.6529050469398499,MVA,18-20 yrs,32,49655,18.970516204833984,0.6529050469398499,0.27881041169166565,1.4800000190734863,0.25999999046325684,0.800000011920929,2.549999952316284,64.444671630859375
1975,16,0.6529050469398499,suicide,18-20 yrs,11,49655,18.970516204833984,0.6529050469398499,0.27881041169166565,1.4800000190734863,0.25999999046325684,0.800000011920929,2.549999952316284,22.152854919433594
1975,16,0.6529050469398499,homicide,18-20 yrs,5,49655,18.970516204833984,0.6529050469398499,0.27881041169166565,1.4800000190734863,0.25999999046325684,0.800000011920929,2.549999952316284,10.069478988647461
1975,16,0.6529050469398499,other external,18-20 yrs,13,49655,18.970516204833984,0.6529050469398499,0.27881041169166565,1.4800000190734863,0.25999999046325684,0.800000011920929,2.549999952316284,26.180646896362305
1975,16,0.6529050469398499,internal,18-20 yrs,9,49655,18.970516204833984,0.6529050469398499,0.27881041169166565,1.4800000190734863,0.25999999046325684,0.800000011920929,2.549999952316284,18.125062942504883
1975,16,0.6529050469398499,all,21-24 yrs,92,57028,22.465087890625,1,0.27881041169166565,1.4800000190734863,0.25999999046325684,0.800000011920929,2.549999952316284,161.3242645263672
1975,16,0.6529050469398499,MVA,21-24 yrs,40,57028,22.465087890625,1,0.27881041169166565,1.4800000190734863,0.25999999046325684,0.800000011920929,2.549999952316284,70.14098358154297
1975,16,0.6529050469398499,suicide,21-24 yrs,14,57028,22.465087890625,1,0.27881041169166565,1.4800000190734863,0.25999999046325684,0.800000011920929,2.549999952316284,24.549345016479492
